79023
5210
90488
114786
23200
221687
219409
149466
6647
33
5972
114880
7204
4250
64429
55276
54810
1815
2702
23399
1785
7293
2998
57528
10317
353131
65056
219293
387104
15
30011
56895
1536
119678
56302
57053
153396
54659
6340
145173
2780
30835
6339
2949
390072
9813
57085
58524
79966
23673
91584
7319
162427
2064
2886
4609
84528
51752
203102
81839
